backend,eps_seg,eps_scale,eps_print,total_err
GrabCut,-0.108805,0.051558,0.007816,-0.055532
GrabCut,-0.042236,0.0089,0.007894,-0.026083
GrabCut,-0.029917,0.011441,0.008342,-0.010634
GrabCut,0.001906,0.041547,0.006044,0.049839
GrabCut,0.014254,0.035856,0.007489,0.058489
GrabCut,-0.013958,0.103144,0.005688,0.093933
GrabCut,0.00403,0.118671,0.006518,0.130501
GrabCut,0.09174,-0.006158,0.00825,0.093969
GrabCut,-0.029917,-0.128759,0.007807,-0.148227
GrabCut,-0.022189,0.152964,0.006389,0.134584
GrabCut,-0.089341,-0.039175,0.006621,-0.119223
GrabCut,-0.022189,0.079086,0.007372,0.062921
GrabCut,0.035214,0.062821,0.007711,0.108732
GrabCut,-0.189894,-0.015552,0.006776,-0.197089
GrabCut,-0.135397,0.126144,0.008771,-0.017792
GrabCut,0.09174,-0.093161,0.005552,-0.00447
GrabCut,0.010118,0.041669,0.006588,0.059141
GrabCut,-0.017338,0.010915,0.009031,0.002359
GrabCut,-0.029917,-0.048084,0.006269,-0.070773
GrabCut,0.109045,0.071297,0.008503,0.19822
GrabCut,-0.04,0.048855,0.005024,0.011959
GrabCut,-0.031097,-0.074114,0.006451,-0.097119
GrabCut,-0.075416,0.020277,0.006059,-0.050952
GrabCut,-0.013958,0.063307,0.00825,0.057115
GrabCut,-0.033855,-0.028366,0.004871,-0.056688
GrabCut,-0.049837,0.07321,0.007731,0.027608
GrabCut,0.03115,-0.022555,0.007121,0.01507
GrabCut,0.006861,0.019254,0.007075,0.033508
GrabCut,-0.064868,0.063735,0.007616,0.00231
GrabCut,-0.02376,-0.005893,0.006037,-0.023654
GrabCut,0.00847,-0.091605,0.008261,-0.076343
GrabCut,0.010118,0.084767,0.008428,0.104977
GrabCut,-0.06839,-0.04539,0.007623,-0.103897
GrabCut,0.038545,0.043686,0.007019,0.091524
GrabCut,0.030891,-0.105974,0.006095,-0.072739
GrabCut,0.004755,0.095844,0.007378,0.109178
GrabCut,-0.116892,0.116312,0.007186,-0.007092
GrabCut,0.087499,-0.068612,0.006004,0.018964
GrabCut,-0.033855,0.003285,0.006507,-0.024374
GrabCut,-0.029917,0.068724,0.007361,0.044382
GrabCut,0.03187,0.152809,0.005679,0.196304
GrabCut,-0.118625,-0.04288,0.008405,-0.149328
GrabCut,-0.037934,0.074568,0.006978,0.041019
GrabCut,-0.09714,-0.029622,0.008076,-0.116808
GrabCut,0.008912,0.016588,0.007266,0.033101
GrabCut,-0.193772,0.024746,0.008065,-0.167158
GrabCut,0.034225,0.131969,0.005807,0.177509
GrabCut,-0.089341,-0.072625,0.00666,-0.149854
GrabCut,0.004755,-0.038255,0.006474,-0.027426
GrabCut,0.035529,-0.160345,0.005544,-0.125693
GrabCut,-0.057246,-0.10475,0.007323,-0.14982
GrabCut,-0.014458,0.047886,0.005704,0.038626
GrabCut,0.028866,0.011937,0.005583,0.04696
GrabCut,-0.09714,0.099573,0.004645,-0.002628
GrabCut,0.009918,0.034652,0.006284,0.05148
GrabCut,0.012967,0.052762,0.009281,0.076311
GrabCut,0.09174,-0.09134,0.007172,-0.000864
GrabCut,0.008912,-0.06085,0.006662,-0.046168
GrabCut,0.159634,0.183951,0.006954,0.382497
GrabCut,-0.014305,-0.036865,0.005953,-0.044992
GrabCut,-0.008583,-0.029919,0.007072,-0.031444
GrabCut,-0.09714,-0.017791,0.006472,-0.107463
GrabCut,0.032569,0.018477,0.005911,0.057864
GrabCut,-0.089341,0.011388,0.0073,-0.072246
GrabCut,0.146161,0.130174,0.006619,0.303936
GrabCut,-0.031097,0.082384,0.007279,0.056358
GrabCut,-0.006101,0.07343,0.00639,0.073698
GrabCut,-0.019313,-0.121067,0.008565,-0.130659
GrabCut,0.055934,0.07458,0.00699,0.142617
GrabCut,-0.003693,0.040736,0.0069,0.044047
GrabCut,0.00403,-0.007702,0.006606,0.002878
GrabCut,-0.02376,0.047272,0.007962,0.030528
GrabCut,0.009918,-0.070747,0.006507,-0.055424
GrabCut,-0.019313,0.075866,0.006296,0.061731
GrabCut,0.086711,-0.031544,0.007037,0.059838
GrabCut,-0.042236,0.040135,0.006406,0.002587
GrabCut,-0.005781,-0.036213,0.006502,-0.035554
GrabCut,-0.006101,0.013046,0.007186,0.014101
GrabCut,0.00699,-0.030981,0.006901,-0.017474
GrabCut,-0.08941,-0.026465,0.005621,-0.108526
GrabCut,-0.063402,0.104724,0.007778,0.042731
GrabCut,0.036508,0.066143,0.007328,0.113163
GrabCut,0.032569,-0.167015,0.008004,-0.133001
GrabCut,0.00403,0.11814,0.007532,0.131101
GrabCut,-0.063402,-0.052748,0.007735,-0.105943
GrabCut,-0.057246,-0.13406,0.007933,-0.177155
GrabCut,-0.008583,-0.023413,0.007084,-0.024936
GrabCut,0.008745,0.078543,0.005416,0.093868
GrabCut,0.022616,-0.008998,0.007942,0.021464
GrabCut,-0.026697,0.07123,0.007056,0.049988
GrabCut,0.010717,0.139391,0.008867,0.161813
GrabCut,-0.029917,-0.010667,0.006891,-0.033653
GrabCut,0.014254,-0.125327,0.006395,-0.107187
GrabCut,0.017378,0.041865,0.006898,0.067282
GrabCut,-0.074769,-0.07116,0.008484,-0.133318
GrabCut,0.00699,0.064765,0.006213,0.078868
GrabCut,-0.014739,0.056316,0.006459,0.04747
GrabCut,-0.006101,0.129567,0.007397,0.13098
GrabCut,-0.026697,0.044412,0.008289,0.024956
GrabCut,0.146161,-0.002807,0.007001,0.150946
GrabCut,-0.042236,-0.006764,0.006375,-0.042649
GrabCut,0.009517,-0.109488,0.008661,-0.093226
GrabCut,-0.089341,-0.128812,0.006694,-0.201334
GrabCut,-0.019313,-0.094621,0.006821,-0.10605
GrabCut,-0.026697,0.083604,0.007482,0.062566
GrabCut,0.096732,0.029777,0.006174,0.136362
GrabCut,0.186751,0.09681,0.006266,0.309797
GrabCut,0.042955,-0.036872,0.006947,0.011478
GrabCut,0.008745,0.031896,0.00687,0.048071
GrabCut,-0.118625,-0.08236,0.005333,-0.186902
GrabCut,-0.006101,-0.239392,0.00687,-0.23884
GrabCut,0.15297,-0.091838,0.006593,0.053987
GrabCut,-0.049837,-0.061669,0.006879,-0.1023
GrabCut,-0.073834,-0.027079,0.007481,-0.092173
GrabCut,0.00847,-0.092776,0.007625,-0.078116
GrabCut,0.004755,-0.04102,0.006911,-0.029801
GrabCut,0.118468,0.100923,0.007535,0.240625
GrabCut,-0.013958,-0.008329,0.007105,-0.015223
GrabCut,-0.04996,0.002186,0.007309,-0.040924
GrabCut,-0.010882,-0.028294,0.00644,-0.03268
GrabCut,0.000901,0.127618,0.005779,0.135157
GrabCut,0.186751,0.008784,0.006582,0.205055
GrabCut,-0.010882,0.070029,0.005479,0.064184
GrabCut,-0.003693,0.117261,0.005286,0.119019
GrabCut,-0.006141,0.086976,0.007083,0.087953
GrabCut,0.052534,0.105337,0.006441,0.170898
GrabCut,-0.019313,-0.082555,0.007005,-0.09397
GrabCut,0.051062,0.01901,0.004871,0.07626
GrabCut,0.051062,-0.14765,0.006824,-0.098014
GrabCut,-0.07128,-0.025934,0.007061,-0.088978
GrabCut,-0.069652,-0.02064,0.007658,-0.081877
GrabCut,-0.006141,-0.090282,0.007076,-0.089471
GrabCut,0.012967,0.011488,0.006381,0.031142
GrabCut,0.03115,0.050148,0.005539,0.088857
GrabCut,-0.057456,-0.096048,0.008209,-0.140991
GrabCut,0.109045,-0.010159,0.007195,0.105676
GrabCut,0.004755,-0.052849,0.00583,-0.042798
GrabCut,0.159634,-0.059129,0.005054,0.09658
GrabCut,-0.189894,0.039757,0.006561,-0.152161
GrabCut,-0.061071,0.087361,0.007421,0.028531
GrabCut,-0.138821,0.010558,0.005911,-0.124585
GrabCut,0.008745,-0.147396,0.006931,-0.133978
GrabCut,0.186751,0.005475,0.007029,0.201635
GrabCut,0.04907,-0.046506,0.006241,0.006525
GrabCut,0.146161,-0.045819,0.005054,0.099173
GrabCut,-0.03437,0.053888,0.008813,0.026635
GrabCut,0.089334,0.046621,0.008641,0.149972
GrabCut,-0.08941,0.033582,0.006091,-0.053098
GrabCut,-0.069619,-0.057699,0.00757,-0.116664
GrabCut,0.159634,0.228287,0.007299,0.434759
GrabCut,-0.075416,-0.058652,0.00566,-0.124718
GrabCut,-0.029753,0.009162,0.00454,-0.016418
GrabCut,0.03115,0.083553,0.008179,0.126444
GrabCut,-0.032045,0.017122,0.008499,-0.007104
GrabCut,-0.049837,0.083309,0.007,0.036524
GrabCut,0.008912,-0.008584,0.005667,0.00592
GrabCut,0.089334,-0.021174,0.008348,0.075169
GrabCut,-0.014739,-0.191783,0.006637,-0.19841
GrabCut,-0.017338,0.03184,0.007658,0.021714
GrabCut,0.051062,0.053242,0.007432,0.11525
GrabCut,-0.005359,0.101744,0.006335,0.102781
GrabCut,-0.013415,0.079518,0.00692,0.072407
GrabCut,0.032569,-0.132634,0.005546,-0.099418
GrabCut,-0.042219,0.015032,0.00795,-0.020093
GrabCut,-0.016954,0.035228,0.00585,0.023631
GrabCut,-0.023363,0.126591,0.006428,0.107342
GrabCut,-0.059721,0.037919,0.00655,-0.017673
GrabCut,-0.049365,0.032856,0.006201,-0.012043
GrabCut,-0.031638,-0.07334,0.006662,-0.096679
GrabCut,0.052534,0.076698,0.00661,0.140753
GrabCut,-0.016954,0.106601,0.00598,0.094345
GrabCut,0.000901,0.120746,0.007996,0.130726
GrabCut,0.006861,-0.083144,0.007229,-0.07018
GrabCut,0.03187,-0.014978,0.00822,0.02477
GrabCut,0.021183,-0.125327,0.007434,-0.100159
GrabCut,0.109045,0.095983,0.006802,0.223762
GrabCut,0.006861,0.014545,0.00666,0.028309
GrabCut,0.042955,-0.008725,0.007686,0.041802
GrabCut,-0.074494,-0.023541,0.006706,-0.09022
GrabCut,0.109045,-0.02458,0.007521,0.089921
GrabCut,0.008912,0.055777,0.00709,0.072738
GrabCut,-0.001682,0.108188,0.006799,0.113846
GrabCut,0.159634,0.038306,0.006392,0.211751
GrabCut,-0.193772,-0.049326,0.007186,-0.228032
GrabCut,-0.069652,-0.01214,0.007258,-0.074277
GrabCut,0.03187,0.077933,0.004839,0.117669
GrabCut,-0.108805,0.052201,0.008581,-0.054237
GrabCut,-0.04,0.075116,0.006312,0.038626
GrabCut,-0.031097,0.049163,0.006447,0.02309
GrabCut,-0.017314,0.02169,0.006567,0.010595
GrabCut,-0.017314,0.005464,0.005532,-0.006479
GrabCut,-0.037934,0.106615,0.006657,0.071724
GrabCut,-0.013415,-0.006147,0.008008,-0.011628
GrabCut,-0.118625,-0.085036,0.008564,-0.186668
GrabCut,-0.057456,-0.013298,0.004995,-0.065344
GrabCut,-0.032655,0.054951,0.008252,0.028923
GrabCut,0.008745,-0.070281,0.006369,-0.056177
GrabCut,-0.115385,-0.104411,0.007821,-0.201552
GrabCut,-0.013415,-0.078792,0.005628,-0.086036
GrabCut,0.00699,0.041746,0.008722,0.058177
GrabCut,0.022616,0.115234,0.006846,0.148264
GrabCut,0.168041,0.010745,0.008042,0.190086
GrabCut,-0.03437,-0.007347,0.007331,-0.034438
GrabCut,-0.014305,-0.100654,0.007751,-0.106648
GrabCut,0.036508,0.018763,0.006945,0.063289
GrabCut,0.15297,-0.058674,0.008133,0.094148
GrabCut,0.069312,-0.024531,0.007968,0.051392
GrabCut,0.089334,0.054215,0.005757,0.155004
GrabCut,0.028866,-0.052066,0.008438,-0.016473
GrabCut,-0.061071,0.060758,0.006041,0.001993
GrabCut,-0.063402,0.00805,0.00728,-0.048989
GrabCut,-0.04,0.043885,0.006935,0.009079
GrabCut,-0.032655,0.096226,0.005821,0.066602
GrabCut,0.000901,0.066312,0.008166,0.075989
GrabCut,-0.042219,0.075344,0.00724,0.037401
GrabCut,-0.06839,0.060308,0.006749,-0.00554
GrabCut,-0.040087,0.062425,0.005686,0.025635
GrabCut,-0.031638,-0.044768,0.005452,-0.069946
GrabCut,0.001906,0.063433,0.007723,0.073688
GrabCut,-0.008592,0.092716,0.00755,0.091506
GrabCut,0.042955,0.133494,0.007678,0.191259
GrabCut,-0.008592,0.082371,0.006873,0.080446
GrabCut,-0.005781,-0.10289,0.007023,-0.101812
GrabCut,0.000901,-0.065385,0.006273,-0.058674
GrabCut,-0.135397,0.02774,0.007918,-0.104377
GrabCut,-0.075416,-0.05229,0.005844,-0.118642
GrabCut,-0.073834,-0.113947,0.006876,-0.173726
GrabCut,-0.026327,0.061002,0.006911,0.040209
GrabCut,-0.031097,-0.010209,0.007751,-0.033555
GrabCut,-0.021553,0.012651,0.007367,-0.001875
GrabCut,0.00847,-0.00804,0.007055,0.007419
GrabCut,-0.047918,0.046581,0.008061,0.004463
GrabCut,-0.031097,0.039986,0.00798,0.015686
GrabCut,-0.135397,-0.050317,0.006613,-0.173471
GrabCut,-0.049837,-0.114426,0.006758,-0.152874
GrabCut,0.055934,0.058106,0.008216,0.12647
GrabCut,-0.000477,-0.05677,0.004459,-0.053016
GrabCut,0.096732,-0.026325,0.005233,0.073449
GrabCut,-0.012976,0.128864,0.00581,0.120689
GrabCut,0.022616,-0.042666,0.006527,-0.014625
GrabCut,-0.181941,0.138098,0.007641,-0.061855
GrabCut,-0.09653,-0.040515,0.00583,-0.12808
GrabCut,-0.057456,0.024939,0.007155,-0.027037
GrabCut,-0.061071,0.062149,0.005892,0.003159
GrabCut,-0.02376,-0.010306,0.006815,-0.027237
GrabCut,-0.010882,0.040955,0.004801,0.03457
GrabCut,-0.026697,-0.037521,0.006437,-0.057187
GrabCut,0.055934,-0.074727,0.007814,-0.015338
GrabCut,0.012967,0.081952,0.006026,0.102586
GrabCut,-0.03437,0.015082,0.009292,-0.010698
GrabCut,-0.008583,-0.100304,0.007308,-0.101508
GrabCut,-0.037934,0.159021,0.006682,0.122505
GrabCut,-0.037934,-0.036867,0.006067,-0.067781
GrabCut,0.028866,-0.052043,0.007792,-0.01708
GrabCut,-0.135397,0.066818,0.005318,-0.07272
GrabCut,-0.012976,0.011898,0.007085,0.005843
GrabCut,-0.011496,-0.007442,0.007956,-0.011046
GrabCut,-0.026327,0.07235,0.006418,0.05082
GrabCut,0.025463,-0.045916,0.008881,-0.012933
GrabCut,0.038545,0.082746,0.008531,0.134073
GrabCut,-0.005359,-0.007553,0.006256,-0.006697
GrabCut,-0.04996,0.002443,0.006925,-0.041044
GrabCut,-0.021553,0.075,0.008002,0.060248
GrabCut,-0.006141,0.031406,0.005913,0.031132
GrabCut,0.03115,0.145776,0.005656,0.18815
GrabCut,0.069312,0.055745,0.005543,0.135178
GrabCut,0.04907,0.026342,0.006015,0.08318
GrabCut,0.035214,0.091191,0.004728,0.134956
GrabCut,-0.057456,-0.055885,0.008051,-0.102966
GrabCut,-0.013048,0.116562,0.00668,0.109354
GrabCut,0.130845,0.050379,0.006519,0.195559
GrabCut,0.15297,-0.063753,0.007351,0.0874
GrabCut,-0.0299,0.051183,0.00645,0.02633
GrabCut,-0.057456,0.039362,0.006557,-0.013932
GrabCut,0.014254,-0.046711,0.006539,-0.026801
GrabCut,-0.001174,0.072512,0.006475,0.07819
GrabCut,0.081038,0.087148,0.006609,0.183015
GrabCut,0.09174,-0.010092,0.005555,0.086726
GrabCut,-0.006141,-0.032188,0.007027,-0.031373
GrabCut,0.118468,-0.06653,0.005997,0.050317
GrabCut,-0.017439,-0.022956,0.007172,-0.033109
GrabCut,-0.006101,-0.06639,0.007431,-0.065191
GrabCut,0.081038,-0.105962,0.006199,-0.027519
GrabCut,0.081038,-0.162511,0.007173,-0.088149
GrabCut,-0.189894,0.144854,0.008065,-0.065068
GrabCut,0.086711,0.015848,0.006234,0.110815
GrabCut,0.118468,0.090502,0.00663,0.227778
GrabCut,-0.013048,-0.05658,0.006112,-0.063199
GrabCut,0.050897,-0.038256,0.007787,0.018564
GrabCut,0.009918,0.074553,0.008541,0.09448
GrabCut,-0.069619,-0.036318,0.005245,-0.098706
GrabCut,-0.09653,-0.007415,0.00797,-0.096082
GrabCut,-0.003693,-0.057025,0.007817,-0.053163
GrabCut,-0.026697,0.05923,0.006769,0.03793
GrabCut,-0.064868,-0.066382,0.00719,-0.120666
GrabCut,-0.029917,0.131288,0.005958,0.103981
GrabCut,-0.019313,0.037026,0.006751,0.023864
GrabCut,-0.09653,0.05276,0.006526,-0.042656
GrabCut,-0.193772,-0.030752,0.006138,-0.213768
GrabCut,-0.033855,-0.161931,0.008243,-0.183629
GrabCut,-0.073834,0.11794,0.006489,0.042117
GrabCut,-0.075416,-0.013775,0.007337,-0.081462
GrabCut,0.008745,-0.029651,0.007054,-0.01426
GrabCut,0.089334,0.086192,0.007874,0.192543
GrabCut,-0.042236,0.015992,0.006615,-0.020482
GrabCut,-0.031638,0.015925,0.004243,-0.012044
GrabCut,-0.013958,-0.111265,0.006883,-0.117638
GrabCut,-0.038698,0.010117,0.00718,-0.022
GrabCut,-0.04,-0.176145,0.005812,-0.204503
GrabCut,-0.046296,-0.021771,0.007208,-0.060334
GrabCut,0.00847,-0.028541,0.007077,-0.013379
GrabCut,0.010118,-0.048131,0.007753,-0.031045
GrabCut,0.028866,0.049201,0.006479,0.086481
GrabCut,-0.04,-0.005151,0.007524,-0.037758
GrabCut,0.130845,-0.044828,0.008413,0.089239
GrabCut,-0.031097,0.11433,0.006059,0.086219
GrabCut,0.009918,0.013414,0.005853,0.029456
GrabCut,0.012967,-0.094414,0.005286,-0.077823
GrabCut,0.006861,0.091177,0.006942,0.106291
GrabCut,-0.181941,-0.074657,0.004341,-0.239729
GrabCut,0.001663,0.040969,0.008405,0.051464
GrabCut,0.017378,0.075439,0.006563,0.101308
GrabCut,-0.074494,0.044576,0.009312,-0.024237
GrabCut,-0.069619,0.103846,0.007139,0.03433
GrabCut,-0.013415,0.002903,0.007748,-0.002884
GrabCut,-0.030601,-0.081979,0.006301,-0.104464
GrabCut,-0.006141,0.057175,0.007161,0.058206
GrabCut,-0.010882,0.112871,0.008064,0.109636
GrabCut,0.010717,0.034745,0.007432,0.053607
GrabCut,0.036508,-0.13987,0.005285,-0.103756
GrabCut,-0.014739,-0.067806,0.005782,-0.076235
GrabCut,-0.021553,-0.013471,0.008099,-0.026916
GrabCut,-0.057246,0.034804,0.006959,-0.017646
GrabCut,-0.026697,0.137582,0.006208,0.114086
GrabCut,0.052534,-0.108742,0.00521,-0.057033
GrabCut,-0.04,0.011084,0.006155,-0.023384
GrabCut,-0.011496,0.097222,0.005207,0.090256
GrabCut,0.042373,0.053008,0.005695,0.103878
GrabCut,-0.069652,0.041692,0.008812,-0.022325
GrabCut,-0.116892,0.03338,0.007436,-0.080628
GrabCut,-0.019313,-0.086874,0.007544,-0.097753
GrabCut,-0.135397,-0.133885,0.007152,-0.245798
GrabCut,-0.049837,-0.042835,0.005897,-0.085175
GrabCut,-0.057456,0.018033,0.00697,-0.033771
GrabCut,-0.193772,0.02973,0.007461,-0.163608
GrabCut,-0.031097,0.010601,0.006836,-0.014133
GrabCut,-0.008583,0.078754,0.006541,0.07649
GrabCut,0.000807,-0.027418,0.008483,-0.018376
GrabCut,0.069312,0.224529,0.006551,0.317981
GrabCut,0.036508,0.151068,0.00702,0.201467
GrabCut,0.04907,0.041641,0.005313,0.09856
GrabCut,0.023825,0.156121,0.007803,0.192902
GrabCut,0.168041,0.08754,0.006803,0.278934
GrabCut,0.04907,0.013523,0.004987,0.068559
GrabCut,-0.033855,0.060813,0.008237,0.033342
GrabCut,0.012967,0.094428,0.007251,0.116657
GrabCut,-0.049837,0.222833,0.006562,0.169514
GrabCut,0.030891,0.039081,0.006687,0.078343
GrabCut,-0.037934,-0.051031,0.006581,-0.081021
GrabCut,0.028866,0.019598,0.005879,0.055196
GrabCut,-0.069652,0.056604,0.006912,-0.010197
GrabCut,-0.069619,-0.067428,0.005526,-0.127558
GrabCut,0.00403,-0.071284,0.00843,-0.059681
GrabCut,-0.042219,0.047645,0.007491,0.01093
GrabCut,0.15297,0.083703,0.007902,0.259351
GrabCut,0.000901,0.009761,0.005212,0.015939
GrabCut,-0.030601,0.061526,0.005844,0.035057
GrabCut,0.00699,0.170187,0.005781,0.185178
GrabCut,-0.006101,-0.013766,0.008433,-0.011517
GrabCut,-0.033855,0.070277,0.006525,0.04079
GrabCut,0.022616,0.096502,0.005116,0.127037
GrabCut,-0.135397,0.143209,0.005595,-0.006048
GrabCut,-0.032045,-0.118861,0.007171,-0.140981
GrabCut,0.069312,0.048254,0.008235,0.130141
GrabCut,0.038545,-0.06472,0.0068,-0.022064
GrabCut,0.009918,0.006534,0.008445,0.025101
GrabCut,0.089334,-0.014281,0.006659,0.080927
GrabCut,-0.005359,-0.068652,0.008734,-0.065553
GrabCut,0.051062,-0.112925,0.008755,-0.059466
GrabCut,0.087499,0.015018,0.005328,0.109711
GrabCut,0.009918,-0.037854,0.007864,-0.02067
GrabCut,-0.029917,-0.016311,0.007698,-0.038395
GrabCut,-0.064868,-0.085996,0.006556,-0.139682
GrabCut,0.008912,-0.006788,0.006486,0.008563
GrabCut,0.00403,0.088042,0.007003,0.100077
GrabCut,-0.073834,-0.006619,0.005514,-0.074891
GrabCut,-0.030601,-0.090535,0.006478,-0.112653
GrabCut,0.009918,-0.052367,0.009044,-0.034313
GrabCut,-0.135397,0.087243,0.006822,-0.053553
GrabCut,0.017378,0.068512,0.007399,0.095124
GrabCut,-0.012976,-0.074702,0.008741,-0.078726
GrabCut,0.009517,0.061236,0.004862,0.076545
GrabCut,-0.032655,-0.095646,0.006948,-0.119099
GrabCut,-0.014305,0.008991,0.006741,0.001261
GrabCut,-0.001174,0.090758,0.007708,0.097876
GrabCut,-0.017338,0.093494,0.007351,0.082434
GrabCut,-0.064868,0.051128,0.005274,-0.011872
GrabCut,-0.006141,0.041739,0.005963,0.041515
GrabCut,0.052534,0.020622,0.006754,0.081496
GrabCut,-0.001682,0.010593,0.005573,0.014516
GrabCut,0.022616,-0.097189,0.00836,-0.069053
GrabCut,-0.010882,0.029359,0.007217,0.025506
GrabCut,-0.09714,-0.044905,0.007945,-0.130831
GrabCut,0.052534,-0.062105,0.006357,-0.006558
GrabCut,0.052534,0.094495,0.007749,0.16092
GrabCut,0.046263,0.089282,0.006813,0.147441
GrabCut,-0.047918,-0.024602,0.005508,-0.066227
GrabCut,0.130845,-0.092339,0.004807,0.031358
GrabCut,-0.074494,-0.157833,0.007301,-0.214879
GrabCut,0.009918,0.014597,0.004746,0.029523
GrabCut,0.118468,0.035111,0.006457,0.165213
GrabCut,-0.014458,-0.001219,0.008596,-0.007198
GrabCut,0.036508,-0.026014,0.006781,0.01639
GrabCut,-0.010882,-0.009682,0.006777,-0.01382
GrabCut,0.001906,0.067424,0.006642,0.076562
GrabCut,0.096732,-0.061569,0.00595,0.035331
GrabCut,-0.075416,0.062216,0.007507,-0.010519
GrabCut,0.186751,0.138781,0.005382,0.358723
GrabCut,0.081038,-0.040833,0.00476,0.041832
GrabCut,0.050897,-0.005857,0.006251,0.051273
GrabCut,-0.001174,0.016409,0.006057,0.021365
GrabCut,-0.061071,0.073518,0.007753,0.015772
GrabCut,-0.008583,-0.060106,0.006715,-0.061916
GrabCut,-0.061071,-0.053541,0.006759,-0.105336
GrabCut,-0.074769,0.007877,0.008385,-0.059662
GrabCut,-0.032045,0.022987,0.007148,-0.002716
GrabCut,-0.026327,0.008868,0.005923,-0.011874
GrabCut,0.008912,0.056374,0.006417,0.072627
GrabCut,0.042373,0.103213,0.007886,0.159028
GrabCut,-0.07128,0.113776,0.006698,0.041314
GrabCut,-0.04,0.098303,0.007433,0.062208
GrabCut,-0.042236,-0.031643,0.00632,-0.066681
GrabCut,-0.042219,-0.000529,0.006636,-0.036373
GrabCut,-0.026327,0.055003,0.008355,0.03581
GrabCut,-0.069619,-0.13445,0.007205,-0.188906
GrabCut,-0.042219,-0.019777,0.006946,-0.054641
GrabCut,-0.116892,-0.090905,0.009649,-0.189424
GrabCut,-0.069619,-0.106084,0.007049,-0.162455
GrabCut,-0.013958,-0.12444,0.007245,-0.130406
GrabCut,-0.181941,0.011118,0.005805,-0.168044
GrabCut,0.00403,-0.098114,0.007211,-0.08795
GrabCut,-0.074769,-0.027236,0.007339,-0.093364
GrabCut,-0.073834,0.063164,0.006384,-0.009049
GrabCut,0.010118,-0.064179,0.006127,-0.048919
GrabCut,0.081038,0.042074,0.00673,0.134103
GrabCut,-0.032655,0.107451,0.00434,0.075937
GrabCut,0.087499,-0.027188,0.007653,0.066029
GrabCut,-0.022189,0.193952,0.00718,0.175842
GrabCut,0.00847,0.042456,0.007552,0.059225
GrabCut,0.008912,0.101444,0.007471,0.119562
GrabCut,-0.037934,0.075502,0.007384,0.042344
GrabCut,0.189625,-0.03836,0.007768,0.152878
GrabCut,-0.032045,0.011669,0.005831,-0.015039
GrabCut,0.046263,-0.025053,0.007375,0.027574
GrabCut,-0.059721,0.011702,0.006092,-0.042922
GrabCut,-0.09714,-0.06157,0.007685,-0.146218
GrabCut,-0.064868,-0.034297,0.007271,-0.090374
GrabCut,0.118468,-0.07583,0.006625,0.040503
GrabCut,-0.031097,-0.029838,0.006213,-0.054167
GrabCut,-0.03437,0.038978,0.005825,0.009112
GrabCut,0.030891,0.25045,0.005449,0.296101
GrabCut,-0.059721,0.054566,0.005891,-0.002572
GrabCut,0.00847,-0.101785,0.007389,-0.087484
GrabCut,0.009517,-0.046996,0.007036,-0.031158
GrabCut,-0.047918,0.151305,0.007354,0.104198
GrabCut,-0.005359,-0.031154,0.007597,-0.029025
GrabCut,0.028866,0.001092,0.007751,0.037972
GrabCut,-0.064868,-0.004977,0.008548,-0.061568
GrabCut,-0.011496,0.038771,0.007109,0.03413
GrabCut,-0.006101,-0.127112,0.008371,-0.125175
GrabCut,0.030891,-0.03689,0.005911,-0.001269
GrabCut,-0.012976,-0.03734,0.006947,-0.04323
GrabCut,-0.019313,0.045029,0.006188,0.031189
GrabCut,-0.042236,-0.018064,0.007872,-0.052133
GrabCut,0.004755,0.006331,0.007248,0.018445
GrabCut,-0.032655,-0.076315,0.007355,-0.099906
GrabCut,-0.014739,0.011158,0.007236,0.003464
GrabCut,0.00403,-0.027514,0.006267,-0.017476
GrabCut,-0.001682,0.075748,0.006046,0.080433
GrabCut,0.006861,0.19023,0.006418,0.206087
GrabCut,-0.042219,0.06063,0.007373,0.023341
GrabCut,-0.011496,0.085949,0.006168,0.080087
GrabCut,-0.108805,0.061161,0.007429,-0.047274
GrabCut,-0.049837,-0.051401,0.006375,-0.092931
GrabCut,0.050897,0.116769,0.005781,0.180394
GrabCut,-0.037934,-0.126812,0.008877,-0.152479
GrabCut,-0.069619,-0.030789,0.006973,-0.091976
GrabCut,-0.008583,0.04981,0.006186,0.047238
GrabCut,-0.014739,-0.01383,0.006673,-0.021881
GrabCut,-0.006101,0.012677,0.007314,0.013859
GrabCut,0.028866,0.057029,0.007512,0.095711
GrabCut,0.032569,0.069111,0.009022,0.11389
GrabCut,0.146161,-0.023314,0.007728,0.128091
GrabCut,0.109045,0.030896,0.007695,0.152107
GrabCut,0.046263,0.113656,0.006799,0.1731
GrabCut,0.096732,0.048641,0.008188,0.159496
GrabCut,-0.073834,-0.046217,0.005256,-0.111996
GrabCut,-0.031638,-0.003237,0.004636,-0.030298
GrabCut,0.159634,-0.044361,0.007321,0.116305
GrabCut,0.087499,-0.038348,0.009069,0.05528
GrabCut,-0.04996,-0.067723,0.007567,-0.107598
GrabCut,0.030891,-0.024149,0.008088,0.014134
GrabCut,-0.040087,-0.0126,0.008531,-0.044096
GrabCut,0.159634,0.068188,0.00654,0.246809
GrabCut,0.00847,-0.099316,0.007624,-0.084763
GrabCut,0.032569,-0.130755,0.008845,-0.094506
GrabCut,-0.013958,0.013572,0.006333,0.005753
GrabCut,0.012967,-0.014618,0.006878,0.005025
